ticker,name,sector,industry,description,source
SENORES,Senores Pharmaceuticals Ltd,Healthcare,Drug Manufacturers - General,"Incorporated in 2015, Senores Pharmaceuticals Ltd manufactures and develops affordable and high-quality complex generics certified by global food and drugs authorities",screener
SEPC,SEPC Ltd,Industrials,Engineering & Construction,"SEPC (Shriram EPC Ltd till February 2021) was incorporated in June 2000. The company became majority owned by Mark AB since September 2022 post infusion of Rs 350 crore. SEPC specialises in executing EPC contracts, providing integrated solutions encompassing design, engineering, procurement, construction and project management services in water, process and process and metallurgy, and infrastructure segments.",screener
SERVOTECH,Servotech Renewable Power System Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 2004, Servotech Renewable Power System Ltd. manufactures EV Chargers, Solar Products, and Power & Backup Products",screener
SESHAPAPER,Seshasayee Paper & Boards Ltd,Basic Materials,Paper & Paper Products,Seshasayee Paper & Boards is engaged in the business of manufacture and sale of printing and writing paper.,screener
SETCO,Setco Automotive Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1982, Setco Automotive Ltd manufactures Clutch products and systems and Hydraulics (Pressure Converters)",screener
SETL,Standard Engineering Technology Ltd,Industrials,Specialty Industrial Machinery,"Incorporated in September 2012, Standard Engineering Technology is a manufacturer of engineering equipment for the pharmaceutical and chemical sectors in India.",screener
SEYAIND,Seya Industries Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1990, Seya Industries Ltd manufactures Specialty Chemicals intermediates",screener
SFL,Sheela Foam Ltd,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Sheela Foam Limited is a leading player in India’s mattress and foam products industry and a leader in Polyurethane (PU) Foam. It has a nationwide presence in manufacturing PU Foam with a track record, since 1971.",screener
SGFIN,SG Finserve Ltd,Financial Services,Capital Markets,"Incorporated in 1994, Moongipa Securities Ltd is in the business of Investing Activities, Investment Research, Investment Banking and Wealth Management",screener
SGIL,Synergy Green Industries Ltd,Industrials,Metal Fabrication,"Incorporated in 2010, Synergy Green Industries Ltd is into manufacturing of SG & CI Castings.",screener
SGL,STL Global Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1997, STL Global Ltd is engaged in the business of textile manufacturing.",screener
SGMART,SG Mart Ltd,Industrials,Industrial Distribution,"SG Mart offers a wide range of products with 27+ product categories, and 2500+ SKUs. These categories include steel construction products like TMT Rebars, HR Sheet, Welding rod, Binding wire, mesh net, tapping screw and barbed wire, tiles, cement, bath fittings, laminates and paints.",screener
SHADOWFAX,Shadowfax Technologies Ltd,Industrials,Integrated Freight & Logistics,"Incorporated in June 2016, Shadowfax Technologies Ltd is a logistics solution provider company in India.",screener
SHAH,Shah Metacorp Ltd,Basic Materials,Steel,"Incorporated in 1999, Shah Metacorp Ltd manufactures and sells diverse range of SS products",screener
SHAHALLOYS,Shah Alloys Ltd,Basic Materials,Steel,"Incorporated in 1990, Shah Alloys Ltd manufactures and sells Steel and related products",screener
SHAILY,Shaily Engineering Plastics Ltd,Basic Materials,Specialty Chemicals,"The Company is engaged in the manufacture and sale of injection moulded precision plastic components, sub-assemblies for various requirements of Original Equipment Manufacturers (OEM).",screener
SHAKTIPUMP,Shakti Pumps (India) Ltd,Industrials,Specialty Industrial Machinery,"Shakti Pumps (India) Ltd is primarily engaged in manufacturing of pumps and motors of various kinds. It also offers advanced water pumping solutions to a wide range of applications such as irrigation, horticulture, domestic water supply, commercial and industrial applications. Its brand ""Shakti"" is well received in the domestic and international markets.",screener
SHALBY,Shalby Ltd,Healthcare,Medical Care Facilities,"Shalby Ltd is engaged in healthcare delivery space in India. It operates a chain of multi-specialty hospitals across India. The business of the company is to offer tertiary and quaternary healthcare services to patients in various areas of specialization such as orthopaedics, complex joint replacements, cardiology, neurology, oncology, renal transplantations, etc. The company is the global leader in knee replacement surgery and one of the top Indian hospitals in joint replacement surgery.",screener
SHALPAINTS,Shalimar Paints Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1902, Shalimar Paints Ltd manufactures, sells and distributes paints, coatings and providing related services",screener
SHANKARA,Shankara Building Products Ltd,Consumer Cyclical,Home Improvement Retail,"Shankara Building Products Ltd incorporated in 1995 is engaged in the manufacturing and processing of precision steel tubes, cold rolled strips, roofing profiles,and accessories.",screener
SHANTI,Shanti Overseas (India) Ltd,Consumer Defensive,Farm Products,"Incorporated in 2011, Shanti Overseas India Ltd is engaged in primary processing and trading of agri commodities.",screener
SHANTIGEAR,Shanthi Gears Ltd,Industrials,Specialty Industrial Machinery,"Shanthi Gears Ltd is in the business of design, manufacture, supply and servicing of gears and gear boxes.",screener
SHANTIGOLD,Shanti Gold International Ltd,Consumer Cyclical,Luxury Goods,"Incorporated in 2003, Shanti Gold International Ltd offers a wide range of designs and products of 22KT CZ gold jewellery.",screener
SHARDACROP,Sharda Cropchem Ltd,Basic Materials,Agricultural Inputs,"Sharda Cropchem is principally engaged in export of agrochemicals (technical grade and formulations) and non-agro products such as conveyor belts, rubber belts/sheets, dyes and dye intermediates to various countries across the world.",screener
SHARDAMOTR,Sharda Motor Industries Ltd,Consumer Cyclical,Auto Parts,Sharda Motor Industries Ltd is primarily engaged in the manufacturing and assembly of Auto Components and White Goods Components.,screener
SHARDUL,Shardul Securities Ltd,Financial Services,Capital Markets,"Incorporated in 1985, Shardul Securities Ltd is engaged in Investment and Finance activities including Broking activities",screener
SHAREINDIA,Share India Securities Ltd,Financial Services,Capital Markets,"Share India Securities Ltd is a financial service provider that uses technology to offer customized capital market tech-based solutions to clients. It offers financial products & personalized services, including equity broking, currency & commodity derivative, depository participant services, mutual fund advisory and distributorship, etc to retail and corporate clients",screener
SHBAJRG,Shri Bajrang Alliance Ltd,,,"Incorproated in 1990, Shri Bajrang Alliance Ltd manufactures Structural Steel and also Ready To Eat frozen food products and extraction of Oils & Oleoresin essential oils",screener
SHEKHAWATI,Shekhawati Industries Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1990, Shekhawati Industries Ltd is in the business of own production, job work and trading of various Textile products and also in Real Estate",screener
SHEMAROO,Shemaroo Entertainment Ltd,Communication Services,Entertainment,"Incorporated in 2005, Shemaroo Entertainment Ltd is engaged in distribution of content for Broadcasting of Satellite Channels, Physical Formats and Digital Technologies like Mobile, Internet, Broadband, IPTV and DTH",screener
SHILCTECH,Shilchar Technologies Ltd,Industrials,Electrical Equipment & Parts,Shilchar Technologies is engaged in the business of manufacturing Electronics & Telecom and Power & Distribution transformers. The company has recently ventured into the manufacturing of Ferrite transformers.,screener
SHILPAMED,Shilpa Medicare Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Shilpa Medicare Incorporated in 1987 manufactures niche APIs, intermediates, and formulations and also undertakes contract research and manufacturing service for some of its customers. The company’s formulation products consist of 16 injectable dosage forms, 19 oral solid dosage forms under SML and 13 formulations under SML’s wholly owned subsidiary Shilpa Therapeutics.",screener
SHINDL,Sharat Industries Ltd,,,"Incorporated in 1990, Sharat Industries Ltd is in the business of Shrimp Aquaculture and manufactures & sells shrimp feeds",screener
SHIVALIK,Shivalik Rasayan Ltd,Basic Materials,Agricultural Inputs,"Incorporated in 1979, Shivalik Rasayan Ltd is a manufacturer of Agrochemicals & Active Pharma Ingredients",screener
SHIVAMAUTO,Shivam Autotech Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1999, Shivam Autotech Ltd is in the manufacturing of Near-Net-Shaped, auto transmission components for Original Equipment Manufacturers",screener
SHIVAMILLS,Shiva Mills Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 2015, Shiva Mills Ltd manufactures and markets Cotton Yarn",screener
SHIVATEX,Shiva Texyarn Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1980, Shiva Texyarn Ltd does manufacturing of cotton yarn and technical textile products like coated and laminated fabrics, home textile and other value added products",screener
SHIVAUM,Shiv Aum Steels Ltd,Basic Materials,Steel,Shiv Aum Steels Ltd is primarily engaged in trading of Iron & Steels.,screener
SHK,S H Kelkar & Company Ltd,Basic Materials,Specialty Chemicals,"S H Kelkar and Company Limited is engaged in manufacture, supply and exports of fragrances and aroma ingredients It is the largest domestic fragrance producer in India and the only company of Indian origin to file patents in the field of Fragrance & Novel aroma molecules.",screener
SHOPERSTOP,Shoppers Stop Ltd,Consumer Cyclical,Department Stores,Company Overview Shoppers Stop Ltd. is the nation's leading premier retailer of fashion and beauty brands established in 1991. It has 800+ Brands under its portfolio and 271 Stores spread across 50 cities in India as of 31st Dec 2022.,screener
SHRADHA,Shradha Realty Ltd,Real Estate,Real Estate - Development,"Incorporated in 1987, Shradha Infraprojects Ltd is in the business of offering building and engineering services",screener
SHREDIGCEM,Shree Digvijay Cement Co. Ltd,Basic Materials,Building Materials,"Incorporated in 1944, Shree Digvijay cement Company Ltd manufactures and sells Cement",screener
